order_id,date,customer_id,product_id,quantity,unit_price,revenue
ORD-01466,2025-03-18,CUS-0327,PRD-002,4,35.33,141.32
ORD-01513,2025-03-18,CUS-0273,PRD-025,2,88.05,176.1
ORD-01566,2025-03-18,CUS-0071,PRD-026,1,98.58,98.58
ORD-01999,2025-03-18,CUS-0141,PRD-029,1,106.8,106.8
ORD-00877,2025-03-19,CUS-0061,PRD-022,3,334.91,1004.73
ORD-01210,2025-03-19,CUS-0120,PRD-023,5,136.35,681.75
ORD-01421,2025-03-19,CUS-0288,PRD-008,1,16.08,16.08
ORD-01872,2025-03-19,CUS-0298,PRD-040,2,19.49,38.98
ORD-01903,2025-03-19,CUS-0061,PRD-003,6,9.61,57.66
ORD-00406,2025-03-20,CUS-0050,PRD-015,1,57.87,57.87
ORD-00754,2025-03-20,CUS-0052,PRD-010,3,13.11,39.33
ORD-01219,2025-03-20,CUS-0188,PRD-039,1,17.91,17.91
ORD-01272,2025-03-20,CUS-0264,PRD-039,1,17.91,17.91
ORD-01274,2025-03-20,CUS-0232,PRD-001,1,19.27,19.27
ORD-01508,2025-03-20,CUS-0282,PRD-017,2,69.39,138.78
ORD-01730,2025-03-20,CUS-0156,PRD-018,4,110.62,442.48
ORD-00604,2025-03-21,CUS-0197,PRD-027,3,408.78,1226.34
ORD-00900,2025-03-21,CUS-0191,PRD-024,1,260.78,260.78
ORD-01643,2025-03-21,CUS-0317,PRD-036,5,10.53,52.65
ORD-00618,2025-03-22,CUS-0286,PRD-038,1,31.77,31.77
ORD-00840,2025-03-22,CUS-0016,PRD-012,1,94.32,94.32
ORD-01276,2025-03-22,CUS-0309,PRD-006,1,24.5,24.5
ORD-00480,2025-03-23,CUS-0394,PRD-017,5,69.39,346.95
ORD-00586,2025-03-23,CUS-0105,PRD-031,5,16.59,82.95
ORD-00590,2025-03-23,CUS-0340,PRD-012,3,94.32,282.96
ORD-01022,2025-03-23,CUS-0114,PRD-012,10,94.32,943.2
ORD-01078,2025-03-23,CUS-0228,PRD-023,8,136.35,1090.8
ORD-01090,2025-03-23,CUS-0389,PRD-004,3,28.11,84.33
ORD-01296,2025-03-23,CUS-0157,PRD-026,2,98.58,197.16
ORD-01752,2025-03-23,CUS-0245,PRD-007,1,10.68,10.68
ORD-00966,2025-03-24,CUS-0266,PRD-025,1,88.05,88.05
ORD-01707,2025-03-24,CUS-0126,PRD-028,5,425.59,2127.95
ORD-01757,2025-03-24,CUS-0087,PRD-004,1,28.11,28.11
ORD-00294,2025-03-25,CUS-0337,PRD-035,1,26.07,26.07
ORD-00470,2025-03-25,CUS-0047,PRD-031,2,16.59,33.18
ORD-00610,2025-03-25,CUS-0287,PRD-039,3,17.91,53.73
ORD-01097,2025-03-25,CUS-0185,PRD-004,1,28.11,28.11
ORD-01628,2025-03-25,CUS-0097,PRD-010,8,13.11,104.88
ORD-00599,2025-03-26,CUS-0025,PRD-002,3,35.33,105.99
ORD-00792,2025-03-26,CUS-0195,PRD-017,2,69.39,138.78
ORD-00899,2025-03-26,CUS-0146,PRD-012,5,94.32,471.6
ORD-01074,2025-03-26,CUS-0077,PRD-029,1,106.8,106.8
ORD-01621,2025-03-26,CUS-0179,PRD-035,3,26.07,78.21
ORD-01116,2025-03-27,CUS-0331,PRD-024,6,260.78,1564.68
ORD-00299,2025-03-28,CUS-0275,PRD-023,1,136.35,136.35
ORD-00815,2025-03-28,CUS-0198,PRD-004,1,28.11,28.11
ORD-00972,2025-03-28,CUS-0134,PRD-007,3,10.68,32.04
ORD-01623,2025-03-28,CUS-0024,PRD-028,3,425.59,1276.77
ORD-01725,2025-03-28,CUS-0377,PRD-024,4,260.78,1043.12
ORD-01792,2025-03-28,CUS-0273,PRD-003,2,9.61,19.22
ORD-00081,2025-03-29,CUS-0295,PRD-031,1,16.59,16.59
ORD-00395,2025-03-29,CUS-0398,PRD-017,1,69.39,69.39
ORD-00880,2025-03-29,CUS-0132,PRD-006,2,24.5,49.0
ORD-01091,2025-03-29,CUS-0061,PRD-035,2,26.07,52.14
ORD-01098,2025-03-29,CUS-0263,PRD-001,2,19.27,38.54
ORD-01123,2025-03-29,CUS-0324,PRD-011,5,154.66,773.3
ORD-01161,2025-03-29,CUS-0039,PRD-007,1,10.68,10.68
ORD-01201,2025-03-29,CUS-0390,PRD-031,1,16.59,16.59
ORD-01248,2025-03-29,CUS-0037,PRD-028,1,425.59,425.59
ORD-01270,2025-03-29,CUS-0229,PRD-003,1,9.61,9.61
ORD-01540,2025-03-29,CUS-0280,PRD-012,3,94.32,282.96
ORD-01830,2025-03-29,CUS-0224,PRD-040,4,19.49,77.96
ORD-00005,2025-03-31,CUS-0370,PRD-025,4,88.05,352.2
ORD-00148,2025-03-31,CUS-0389,PRD-028,3,425.59,1276.77
ORD-00530,2025-03-31,CUS-0007,PRD-017,4,69.39,277.56
ORD-00637,2025-03-31,CUS-0326,PRD-018,4,110.62,442.48
ORD-00907,2025-03-31,CUS-0369,PRD-016,2,131.25,262.5
ORD-00935,2025-03-31,CUS-0095,PRD-004,6,28.11,168.66
ORD-01036,2025-03-31,CUS-0042,PRD-010,1,13.11,13.11
ORD-00409,2025-04-01,CUS-0327,PRD-030,5,436.33,2181.65
ORD-00830,2025-04-01,CUS-0155,PRD-016,1,131.25,131.25
ORD-01021,2025-04-01,CUS-0039,PRD-012,10,94.32,943.2
ORD-01128,2025-04-01,CUS-0395,PRD-029,3,106.8,320.4
ORD-01156,2025-04-01,CUS-0281,PRD-026,3,98.58,295.74
ORD-00026,2025-04-02,CUS-0273,PRD-008,4,16.08,64.32
ORD-00601,2025-04-02,CUS-0130,PRD-012,3,94.32,282.96
ORD-01095,2025-04-02,CUS-0280,PRD-012,6,94.32,565.92
ORD-01722,2025-04-02,CUS-0016,PRD-029,2,106.8,213.6
ORD-00060,2025-04-03,CUS-0110,PRD-024,3,260.78,782.34
ORD-00359,2025-04-03,CUS-0325,PRD-024,1,260.78,260.78
ORD-00372,2025-04-03,CUS-0247,PRD-021,8,198.7,1589.6
ORD-00393,2025-04-03,CUS-0196,PRD-005,1,19.22,19.22
ORD-00611,2025-04-03,CUS-0142,PRD-010,4,13.11,52.44
ORD-00870,2025-04-03,CUS-0117,PRD-020,4,128.49,513.96
ORD-01194,2025-04-03,CUS-0249,PRD-012,4,94.32,377.28
ORD-01565,2025-04-03,CUS-0038,PRD-003,2,9.61,19.22
ORD-00800,2025-04-04,CUS-0223,PRD-015,3,57.87,173.61
ORD-00854,2025-04-04,CUS-0335,PRD-009,8,10.5,84.0
ORD-00913,2025-04-04,CUS-0004,PRD-004,1,28.11,28.11
ORD-01184,2025-04-04,CUS-0327,PRD-032,3,70.79,212.37
ORD-01431,2025-04-04,CUS-0365,PRD-040,2,19.49,38.98
ORD-01766,2025-04-04,CUS-0317,PRD-014,1,164.13,164.13
ORD-00136,2025-04-05,CUS-0143,PRD-012,3,94.32,282.96
ORD-00170,2025-04-05,CUS-0202,PRD-014,1,164.13,164.13
ORD-00729,2025-04-05,CUS-0301,PRD-028,2,425.59,851.18
ORD-00217,2025-04-06,CUS-0026,PRD-020,1,128.49,128.49
ORD-01322,2025-04-06,CUS-0285,PRD-020,3,128.49,385.47
ORD-01381,2025-04-06,CUS-0152,PRD-040,2,19.49,38.98
ORD-01718,2025-04-06,CUS-0093,PRD-012,3,94.32,282.96
ORD-01739,2025-04-06,CUS-0166,PRD-006,1,24.5,24.5
ORD-01915,2025-04-06,CUS-0159,PRD-002,4,35.33,141.32
ORD-00013,2025-04-07,CUS-0234,PRD-025,3,88.05,264.15
ORD-00055,2025-04-07,CUS-0031,PRD-032,1,70.79,70.79
ORD-01068,2025-04-08,CUS-0344,PRD-012,5,94.32,471.6
ORD-01462,2025-04-08,CUS-0201,PRD-013,1,69.91,69.91
ORD-01476,2025-04-08,CUS-0085,PRD-025,2,88.05,176.1
ORD-01501,2025-04-08,CUS-0188,PRD-022,1,334.91,334.91
ORD-01740,2025-04-08,CUS-0254,PRD-012,1,94.32,94.32
ORD-00623,2025-04-09,CUS-0072,PRD-026,1,98.58,98.58
ORD-00973,2025-04-09,CUS-0202,PRD-029,1,106.8,106.8
ORD-01411,2025-04-09,CUS-0320,PRD-020,3,128.49,385.47
ORD-00386,2025-04-10,CUS-0382,PRD-028,4,425.59,1702.36
ORD-00879,2025-04-10,CUS-0103,PRD-020,3,128.49,385.47
ORD-00983,2025-04-10,CUS-0098,PRD-032,2,70.79,141.58
ORD-01392,2025-04-10,CUS-0217,PRD-024,3,260.78,782.34
ORD-01491,2025-04-10,CUS-0257,PRD-017,8,69.39,555.12
ORD-01591,2025-04-10,CUS-0362,PRD-039,4,17.91,71.64
ORD-00482,2025-04-12,CUS-0262,PRD-039,4,17.91,71.64
ORD-01648,2025-04-12,CUS-0086,PRD-028,1,425.59,425.59
ORD-01815,2025-04-12,CUS-0297,PRD-029,10,106.8,1068.0
ORD-00169,2025-04-13,CUS-0271,PRD-016,2,131.25,262.5
ORD-00804,2025-04-13,CUS-0184,PRD-008,2,16.08,32.16
ORD-00079,2025-04-14,CUS-0096,PRD-012,2,94.32,188.64
ORD-00265,2025-04-14,CUS-0327,PRD-012,1,94.32,94.32
ORD-00283,2025-04-14,CUS-0178,PRD-024,1,260.78,260.78
ORD-00985,2025-04-14,CUS-0138,PRD-022,2,334.91,669.82
ORD-01106,2025-04-14,CUS-0060,PRD-012,2,94.32,188.64
ORD-01178,2025-04-14,CUS-0376,PRD-028,1,425.59,425.59
ORD-01696,2025-04-14,CUS-0118,PRD-039,1,17.91,17.91
ORD-00510,2025-04-15,CUS-0169,PRD-002,3,35.33,105.99
ORD-00808,2025-04-15,CUS-0212,PRD-020,1,128.49,128.49
ORD-01399,2025-04-15,CUS-0378,PRD-029,2,106.8,213.6
ORD-00209,2025-04-16,CUS-0192,PRD-012,6,94.32,565.92
ORD-00573,2025-04-16,CUS-0204,PRD-025,4,88.05,352.2
ORD-01807,2025-04-16,CUS-0029,PRD-028,1,425.59,425.59
ORD-00057,2025-04-17,CUS-0012,PRD-011,3,154.66,463.98
ORD-00104,2025-04-17,CUS-0121,PRD-025,2,88.05,176.1
ORD-00511,2025-04-17,CUS-0270,PRD-026,5,98.58,492.9
ORD-00565,2025-04-17,CUS-0186,PRD-018,1,110.62,110.62
ORD-00775,2025-04-17,CUS-0282,PRD-005,1,19.22,19.22
ORD-00828,2025-04-17,CUS-0125,PRD-039,2,17.91,35.82
ORD-00838,2025-04-17,CUS-0206,PRD-016,3,131.25,393.75
ORD-01237,2025-04-17,CUS-0092,PRD-013,5,69.91,349.55
ORD-00681,2025-04-18,CUS-0400,PRD-002,2,35.33,70.66
ORD-00999,2025-04-18,CUS-0355,PRD-006,10,24.5,245.0
ORD-01122,2025-04-18,CUS-0299,PRD-012,2,94.32,188.64
ORD-01152,2025-04-18,CUS-0234,PRD-008,10,16.08,160.8
ORD-01557,2025-04-18,CUS-0367,PRD-003,3,9.61,28.83
ORD-01702,2025-04-18,CUS-0282,PRD-012,5,94.32,471.6
ORD-00839,2025-04-19,CUS-0260,PRD-019,5,51.1,255.5
ORD-00037,2025-04-20,CUS-0215,PRD-029,4,106.8,427.2
ORD-00387,2025-04-20,CUS-0343,PRD-015,3,57.87,173.61
ORD-00423,2025-04-20,CUS-0214,PRD-026,5,98.58,492.9
ORD-00861,2025-04-20,CUS-0214,PRD-025,5,88.05,440.25
ORD-01613,2025-04-20,CUS-0181,PRD-030,1,436.33,436.33
ORD-00589,2025-04-21,CUS-0333,PRD-008,2,16.08,32.16
ORD-00645,2025-04-21,CUS-0207,PRD-028,2,425.59,851.18
ORD-01923,2025-04-21,CUS-0011,PRD-035,4,26.07,104.28
ORD-00064,2025-04-22,CUS-0211,PRD-002,5,35.33,176.65
ORD-00679,2025-04-22,CUS-0058,PRD-001,3,19.27,57.81
ORD-00842,2025-04-22,CUS-0007,PRD-020,4,128.49,513.96
ORD-00912,2025-04-22,CUS-0182,PRD-026,4,98.58,394.32
ORD-01000,2025-04-22,CUS-0206,PRD-029,1,106.8,106.8
ORD-01556,2025-04-22,CUS-0022,PRD-020,2,128.49,256.98
ORD-00080,2025-04-23,CUS-0347,PRD-006,1,24.5,24.5
ORD-00301,2025-04-23,CUS-0312,PRD-023,3,136.35,409.05
ORD-01057,2025-04-23,CUS-0152,PRD-015,1,57.87,57.87
ORD-01527,2025-04-23,CUS-0080,PRD-020,5,128.49,642.45
ORD-01731,2025-04-23,CUS-0210,PRD-019,3,51.1,153.3
ORD-01920,2025-04-23,CUS-0371,PRD-018,10,110.62,1106.2
ORD-00135,2025-04-24,CUS-0348,PRD-026,1,98.58,98.58
ORD-00205,2025-04-24,CUS-0156,PRD-008,1,16.08,16.08
ORD-00239,2025-04-24,CUS-0037,PRD-028,6,425.59,2553.54
ORD-00355,2025-04-25,CUS-0356,PRD-011,1,154.66,154.66
ORD-00427,2025-04-25,CUS-0072,PRD-028,2,425.59,851.18
ORD-00878,2025-04-25,CUS-0340,PRD-027,3,408.78,1226.34
ORD-01261,2025-04-25,CUS-0089,PRD-020,2,128.49,256.98
ORD-00500,2025-04-26,CUS-0109,PRD-008,2,16.08,32.16
ORD-00541,2025-04-26,CUS-0340,PRD-012,5,94.32,471.6
ORD-00683,2025-04-26,CUS-0181,PRD-004,2,28.11,56.22
ORD-01052,2025-04-26,CUS-0167,PRD-035,2,26.07,52.14
ORD-01058,2025-04-26,CUS-0200,PRD-011,10,154.66,1546.6
ORD-01264,2025-04-26,CUS-0344,PRD-026,2,98.58,197.16
ORD-00555,2025-04-27,CUS-0356,PRD-024,6,260.78,1564.68
ORD-00756,2025-04-27,CUS-0136,PRD-040,1,19.49,19.49
ORD-01578,2025-04-27,CUS-0278,PRD-012,5,94.32,471.6
ORD-01735,2025-04-27,CUS-0231,PRD-026,6,98.58,591.48
ORD-01868,2025-04-27,CUS-0276,PRD-039,1,17.91,17.91
ORD-01955,2025-04-27,CUS-0056,PRD-012,6,94.32,565.92
ORD-00290,2025-04-28,CUS-0361,PRD-012,3,94.32,282.96
ORD-00732,2025-04-28,CUS-0248,PRD-028,2,425.59,851.18
ORD-01329,2025-04-28,CUS-0262,PRD-023,2,136.35,272.7
ORD-01952,2025-04-28,CUS-0340,PRD-018,3,110.62,331.86
ORD-00725,2025-04-29,CUS-0231,PRD-006,3,24.5,73.5
ORD-00902,2025-04-29,CUS-0163,PRD-012,5,94.32,471.6
ORD-00922,2025-04-29,CUS-0153,PRD-003,6,9.61,57.66
ORD-01193,2025-04-30,CUS-0089,PRD-012,1,94.32,94.32
ORD-01867,2025-04-30,CUS-0280,PRD-003,1,9.61,9.61
ORD-00374,2025-05-01,CUS-0134,PRD-020,10,128.49,1284.9
ORD-00847,2025-05-01,CUS-0218,PRD-013,2,69.91,139.82
ORD-01121,2025-05-01,CUS-0226,PRD-012,2,94.32,188.64
ORD-01542,2025-05-01,CUS-0390,PRD-033,3,10.51,31.53
ORD-01639,2025-05-01,CUS-0269,PRD-024,8,260.78,2086.24
ORD-01804,2025-05-01,CUS-0068,PRD-014,2,164.13,328.26
ORD-01543,2025-05-02,CUS-0352,PRD-012,4,94.32,377.28
ORD-01816,2025-05-02,CUS-0071,PRD-021,3,198.7,596.1
ORD-01986,2025-05-02,CUS-0242,PRD-028,1,425.59,425.59
ORD-00992,2025-05-03,CUS-0301,PRD-036,3,10.53,31.59
ORD-01050,2025-05-03,CUS-0029,PRD-030,3,436.33,1308.99
ORD-01079,2025-05-03,CUS-0313,PRD-008,1,16.08,16.08
ORD-01171,2025-05-03,CUS-0098,PRD-006,1,24.5,24.5
ORD-01281,2025-05-03,CUS-0096,PRD-028,2,425.59,851.18
ORD-01386,2025-05-03,CUS-0024,PRD-007,2,10.68,21.36
ORD-01500,2025-05-03,CUS-0397,PRD-012,1,94.32,94.32
ORD-01750,2025-05-03,CUS-0017,PRD-008,2,16.08,32.16
ORD-00024,2025-05-04,CUS-0119,PRD-023,3,136.35,409.05
ORD-00086,2025-05-04,CUS-0162,PRD-012,2,94.32,188.64
ORD-00150,2025-05-04,CUS-0384,PRD-012,6,94.32,565.92
ORD-00338,2025-05-04,CUS-0002,PRD-026,1,98.58,98.58
ORD-01444,2025-05-04,CUS-0166,PRD-020,1,128.49,128.49
ORD-01928,2025-05-04,CUS-0020,PRD-026,8,98.58,788.64
ORD-00046,2025-05-05,CUS-0207,PRD-015,10,57.87,578.7
ORD-00417,2025-05-05,CUS-0236,PRD-004,2,28.11,56.22
ORD-00520,2025-05-05,CUS-0037,PRD-039,1,17.91,17.91
ORD-00630,2025-05-05,CUS-0299,PRD-028,8,425.59,3404.72
ORD-01010,2025-05-05,CUS-0266,PRD-030,1,436.33,436.33
ORD-01056,2025-05-05,CUS-0004,PRD-038,2,31.77,63.54
ORD-01585,2025-05-05,CUS-0199,PRD-012,1,94.32,94.32
ORD-00240,2025-05-06,CUS-0210,PRD-028,2,425.59,851.18
ORD-00605,2025-05-06,CUS-0076,PRD-007,2,10.68,21.36
ORD-01422,2025-05-06,CUS-0041,PRD-003,4,9.61,38.44
ORD-01809,2025-05-06,CUS-0035,PRD-028,2,425.59,851.18
ORD-00220,2025-05-07,CUS-0100,PRD-034,1,45.84,45.84
ORD-01455,2025-05-07,CUS-0254,PRD-012,3,94.32,282.96
ORD-01669,2025-05-07,CUS-0075,PRD-018,1,110.62,110.62
ORD-01964,2025-05-07,CUS-0331,PRD-006,6,24.5,147.0
ORD-00933,2025-05-08,CUS-0197,PRD-019,3,51.1,153.3
ORD-01336,2025-05-08,CUS-0028,PRD-017,4,69.39,277.56
ORD-01904,2025-05-08,CUS-0168,PRD-027,3,408.78,1226.34
ORD-00176,2025-05-09,CUS-0114,PRD-025,2,88.05,176.1
ORD-00326,2025-05-09,CUS-0371,PRD-029,4,106.8,427.2
ORD-00473,2025-05-09,CUS-0229,PRD-012,1,94.32,94.32
ORD-00542,2025-05-09,CUS-0091,PRD-029,8,106.8,854.4
ORD-00716,2025-05-09,CUS-0044,PRD-012,1,94.32,94.32
ORD-00988,2025-05-09,CUS-0344,PRD-032,1,70.79,70.79
ORD-01217,2025-05-09,CUS-0309,PRD-012,1,94.32,94.32
ORD-01771,2025-05-09,CUS-0347,PRD-029,2,106.8,213.6
ORD-00145,2025-05-10,CUS-0154,PRD-013,3,69.91,209.73
ORD-00330,2025-05-10,CUS-0370,PRD-011,8,154.66,1237.28
ORD-00795,2025-05-10,CUS-0215,PRD-023,2,136.35,272.7
ORD-01016,2025-05-10,CUS-0199,PRD-004,1,28.11,28.11
ORD-01025,2025-05-10,CUS-0030,PRD-012,2,94.32,188.64
ORD-01117,2025-05-10,CUS-0056,PRD-024,1,260.78,260.78
ORD-01436,2025-05-10,CUS-0101,PRD-038,3,31.77,95.31
ORD-01806,2025-05-10,CUS-0062,PRD-012,2,94.32,188.64
ORD-01832,2025-05-10,CUS-0211,PRD-007,4,10.68,42.72
ORD-00147,2025-05-11,CUS-0204,PRD-018,2,110.62,221.24
ORD-00165,2025-05-11,CUS-0253,PRD-006,1,24.5,24.5
ORD-01213,2025-05-11,CUS-0031,PRD-036,1,10.53,10.53
ORD-01465,2025-05-11,CUS-0331,PRD-010,1,13.11,13.11
ORD-01714,2025-05-11,CUS-0160,PRD-006,1,24.5,24.5
ORD-00199,2025-05-12,CUS-0057,PRD-012,5,94.32,471.6
ORD-00476,2025-05-12,CUS-0364,PRD-013,2,69.91,139.82
ORD-00464,2025-05-13,CUS-0041,PRD-012,3,94.32,282.96
ORD-00603,2025-05-13,CUS-0292,PRD-018,1,110.62,110.62
ORD-00684,2025-05-13,CUS-0265,PRD-012,2,94.32,188.64
ORD-01045,2025-05-13,CUS-0172,PRD-001,3,19.27,57.81
ORD-00142,2025-05-14,CUS-0034,PRD-012,1,94.32,94.32
ORD-00281,2025-05-14,CUS-0257,PRD-031,5,16.59,82.95
ORD-00629,2025-05-14,CUS-0247,PRD-001,3,19.27,57.81
ORD-01065,2025-05-14,CUS-0028,PRD-025,2,88.05,176.1
ORD-01519,2025-05-14,CUS-0114,PRD-002,3,35.33,105.99
ORD-01535,2025-05-14,CUS-0263,PRD-038,2,31.77,63.54
ORD-01886,2025-05-14,CUS-0324,PRD-021,10,198.7,1987.0
ORD-00103,2025-05-15,CUS-0011,PRD-027,1,408.78,408.78
ORD-00492,2025-05-15,CUS-0179,PRD-012,2,94.32,188.64
ORD-00927,2025-05-15,CUS-0065,PRD-017,5,69.39,346.95
ORD-01166,2025-05-15,CUS-0293,PRD-028,3,425.59,1276.77
ORD-00322,2025-05-16,CUS-0303,PRD-010,5,13.11,65.55
ORD-00746,2025-05-16,CUS-0208,PRD-003,5,9.61,48.05
ORD-00976,2025-05-16,CUS-0113,PRD-003,1,9.61,9.61
ORD-01127,2025-05-16,CUS-0151,PRD-018,2,110.62,221.24
ORD-01148,2025-05-16,CUS-0170,PRD-010,3,13.11,39.33
ORD-01149,2025-05-16,CUS-0145,PRD-018,2,110.62,221.24
ORD-00059,2025-05-17,CUS-0160,PRD-006,3,24.5,73.5
ORD-00389,2025-05-17,CUS-0219,PRD-029,6,106.8,640.8
ORD-00650,2025-05-17,CUS-0052,PRD-028,5,425.59,2127.95
ORD-00721,2025-05-17,CUS-0192,PRD-023,2,136.35,272.7
ORD-01863,2025-05-17,CUS-0035,PRD-030,1,436.33,436.33
ORD-00598,2025-05-18,CUS-0114,PRD-024,1,260.78,260.78
ORD-01409,2025-05-18,CUS-0031,PRD-015,1,57.87,57.87
ORD-01663,2025-05-18,CUS-0161,PRD-019,2,51.1,102.2
ORD-01667,2025-05-18,CUS-0394,PRD-028,2,425.59,851.18
ORD-00227,2025-05-19,CUS-0231,PRD-003,4,9.61,38.44
ORD-00631,2025-05-19,CUS-0399,PRD-012,10,94.32,943.2
ORD-00785,2025-05-19,CUS-0022,PRD-020,4,128.49,513.96
ORD-00919,2025-05-19,CUS-0330,PRD-031,3,16.59,49.77
ORD-01459,2025-05-19,CUS-0092,PRD-012,2,94.32,188.64
ORD-01576,2025-05-19,CUS-0230,PRD-026,2,98.58,197.16
ORD-00292,2025-05-20,CUS-0205,PRD-017,10,69.39,693.9
ORD-00454,2025-05-20,CUS-0249,PRD-019,4,51.1,204.4
ORD-01328,2025-05-20,CUS-0253,PRD-012,4,94.32,377.28
ORD-00224,2025-05-21,CUS-0280,PRD-001,2,19.27,38.54
ORD-00439,2025-05-21,CUS-0323,PRD-020,3,128.49,385.47
ORD-00248,2025-05-22,CUS-0370,PRD-028,1,425.59,425.59
ORD-00363,2025-05-22,CUS-0142,PRD-021,6,198.7,1192.2
ORD-00932,2025-05-22,CUS-0185,PRD-007,2,10.68,21.36
ORD-00958,2025-05-22,CUS-0321,PRD-008,1,16.08,16.08
ORD-01253,2025-05-22,CUS-0164,PRD-027,2,408.78,817.56
ORD-01258,2025-05-22,CUS-0252,PRD-028,1,425.59,425.59
ORD-01592,2025-05-22,CUS-0177,PRD-025,1,88.05,88.05
ORD-01011,2025-05-23,CUS-0338,PRD-040,2,19.49,38.98
ORD-01223,2025-05-23,CUS-0349,PRD-031,3,16.59,49.77
ORD-01602,2025-05-23,CUS-0144,PRD-020,5,128.49,642.45
ORD-00245,2025-05-24,CUS-0201,PRD-017,2,69.39,138.78
ORD-00474,2025-05-24,CUS-0114,PRD-019,2,51.1,102.2
ORD-00685,2025-05-24,CUS-0152,PRD-012,6,94.32,565.92
ORD-00831,2025-05-24,CUS-0122,PRD-015,2,57.87,115.74
ORD-01293,2025-05-24,CUS-0248,PRD-005,4,19.22,76.88
ORD-01480,2025-05-24,CUS-0252,PRD-028,2,425.59,851.18
ORD-00195,2025-05-25,CUS-0290,PRD-003,3,9.61,28.83
ORD-00739,2025-05-25,CUS-0238,PRD-019,1,51.1,51.1
ORD-00920,2025-05-25,CUS-0056,PRD-012,1,94.32,94.32
ORD-00998,2025-05-25,CUS-0142,PRD-029,1,106.8,106.8
ORD-01200,2025-05-25,CUS-0160,PRD-024,4,260.78,1043.12
ORD-01965,2025-05-25,CUS-0350,PRD-011,8,154.66,1237.28
ORD-00368,2025-05-26,CUS-0352,PRD-039,3,17.91,53.73
ORD-00812,2025-05-26,CUS-0306,PRD-028,1,425.59,425.59
ORD-00834,2025-05-26,CUS-0148,PRD-033,2,10.51,21.02
ORD-00876,2025-05-26,CUS-0250,PRD-028,1,425.59,425.59
ORD-01782,2025-05-26,CUS-0325,PRD-012,8,94.32,754.56
ORD-01935,2025-05-26,CUS-0303,PRD-035,1,26.07,26.07
ORD-00950,2025-05-27,CUS-0103,PRD-012,1,94.32,94.32
ORD-00960,2025-05-27,CUS-0320,PRD-005,2,19.22,38.44
ORD-01083,2025-05-27,CUS-0141,PRD-020,2,128.49,256.98
ORD-01534,2025-05-27,CUS-0346,PRD-017,1,69.39,69.39
ORD-01690,2025-05-27,CUS-0027,PRD-039,1,17.91,17.91
ORD-01974,2025-05-27,CUS-0167,PRD-025,8,88.05,704.4
ORD-00038,2025-05-28,CUS-0165,PRD-035,5,26.07,130.35
ORD-00223,2025-05-28,CUS-0087,PRD-003,6,9.61,57.66
ORD-00441,2025-05-28,CUS-0165,PRD-024,1,260.78,260.78
ORD-00939,2025-05-28,CUS-0034,PRD-015,1,57.87,57.87
ORD-01333,2025-05-28,CUS-0228,PRD-012,2,94.32,188.64
ORD-01523,2025-05-28,CUS-0001,PRD-020,3,128.49,385.47
ORD-01697,2025-05-28,CUS-0077,PRD-010,3,13.11,39.33
ORD-01729,2025-05-28,CUS-0212,PRD-010,2,13.11,26.22
ORD-01785,2025-05-28,CUS-0250,PRD-011,3,154.66,463.98
ORD-01825,2025-05-28,CUS-0309,PRD-019,2,51.1,102.2
ORD-00383,2025-05-29,CUS-0207,PRD-001,1,19.27,19.27
ORD-00405,2025-05-29,CUS-0314,PRD-014,3,164.13,492.39
ORD-00661,2025-05-29,CUS-0155,PRD-020,1,128.49,128.49
ORD-00916,2025-05-30,CUS-0399,PRD-018,3,110.62,331.86
ORD-01683,2025-05-30,CUS-0214,PRD-006,1,24.5,24.5
ORD-00168,2025-05-31,CUS-0063,PRD-014,6,164.13,984.78
ORD-00416,2025-05-31,CUS-0231,PRD-022,8,334.91,2679.28
ORD-00822,2025-05-31,CUS-0380,PRD-020,4,128.49,513.96
ORD-00872,2025-05-31,CUS-0127,PRD-018,3,110.62,331.86
ORD-00881,2025-05-31,CUS-0002,PRD-012,6,94.32,565.92
ORD-01227,2025-05-31,CUS-0268,PRD-037,6,55.4,332.4
ORD-01400,2025-05-31,CUS-0249,PRD-034,4,45.84,183.36
ORD-01594,2025-05-31,CUS-0395,PRD-020,1,128.49,128.49
ORD-01596,2025-05-31,CUS-0083,PRD-012,8,94.32,754.56
ORD-01794,2025-05-31,CUS-0094,PRD-029,8,106.8,854.4
ORD-01834,2025-05-31,CUS-0232,PRD-016,4,131.25,525.0
ORD-00233,2025-06-01,CUS-0094,PRD-019,3,51.1,153.3
ORD-00502,2025-06-01,CUS-0052,PRD-035,3,26.07,78.21
ORD-01014,2025-06-01,CUS-0153,PRD-005,3,19.22,57.66
ORD-01158,2025-06-01,CUS-0158,PRD-026,1,98.58,98.58
ORD-01665,2025-06-01,CUS-0088,PRD-015,4,57.87,231.48
ORD-01902,2025-06-01,CUS-0375,PRD-019,4,51.1,204.4
ORD-01985,2025-06-01,CUS-0176,PRD-025,2,88.05,176.1
ORD-00107,2025-06-02,CUS-0273,PRD-008,1,16.08,16.08
ORD-00186,2025-06-02,CUS-0203,PRD-019,5,51.1,255.5
ORD-00525,2025-06-02,CUS-0248,PRD-036,4,10.53,42.12
ORD-00837,2025-06-02,CUS-0214,PRD-023,3,136.35,409.05
ORD-00841,2025-06-02,CUS-0182,PRD-040,2,19.49,38.98
